ItemSK	WarehouseSK	CostCenterSK	IssueDateSK	Description
19337	3	31	20230531	برگشت به انبار جهت فروش به شرکت پاک لایه سان - با هماهنگی آقای لشنی
19338	3	31	20230531	برگشت به انبار جهت فروش به شرکت پاک لایه سان - با هماهنگی آقای لشنی
15682	3	31	20230531	برگشت به انبار جهت فروش به شرکت پاک لایه سان - با هماهنگی آقای لشنی
8640	3	31	20230531	برگشت به انبار جهت فروش به شرکت پاک لایه سان - با هماهنگی آقای لشنی
8641	3	31	20230531	برگشت به انبار جهت فروش به شرکت پاک لایه سان - با هماهنگی آقای لشنی
15875	3	31	20230531	برگشت به انبار جهت فروش به شرکت پاک لایه سان - با هماهنگی آقای لشنی
8720	3	31	20230531	برگشت به انبار جهت فروش به شرکت پاک لایه سان - با هماهنگی آقای لشنی
12615	3	31	20230531	برگشت به انبار جهت فروش به شرکت پاک لایه سان - با هماهنگی آقای لشنی
8718	3	31	20230531	برگشت به انبار جهت فروش به پاک لایه سان - با هماهنگی آقای لشنی
15647	3	31	20230531	برگشت به انبار جهت فروش به پاک لایه سان - با هماهنگی آقای لشنی
15649	3	31	20230531	برگشت به انبار جهت فروش به پاک لایه سان - با هماهنگی آقای لشنی
15650	3	31	20230531	برگشت به انبار جهت فروش به پاک لایه سان - با هماهنگی آقای لشنی
17457	3	31	20230531	برگشت به انبار جهت فروش به پارسامهر - با هماهنگی خانم تبرایی و آقای لشنی
24790	3	13	20230531	پیرو درخواست 1702 با هماهنگی اقای عباسی و خانم تبرائی*مارک هاینزمن*
18662	3	13	20230601	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 1494
17626	3	13	20230601	پیرو درخواست 1701 جهت ارسال به کارگاه *
7183	3	32	20230120	NULL
16025	3	40	20230120	NULL
1239	3	32	20230120	NULL
1924	3	8	20230120	NULL
1188	3	34	20230120	NULL
1998	3	40	20230121	NULL
1174	3	13	20230121	NULL
17641	3	13	20230121	پیرو درخواست 6221 جهت ارسال به کارگاه
18038	3	13	20230121	پیرو درخواست 6390 جهت ارسال به کارگاه 
23831	3	6	20230121	پیرو درخواست 6291جهت ارسال به کارگاه*
16729	3	13	20230121	موجودی
2011	3	8	20230121	موجودی
1092	3	13	20230122	موجودی
12059	3	8	20230122	NULL
11796	3	13	20230123	پیرو درخواست 5989 جهت تعمیر
23534	3	32	20230123	پیرو درخواست 6302جهت ارسال به کارگاه *درخواست 6302*
17679	3	2	20230318	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 7045
2872	3	13	20230415	برگشت به تعمیر جهت تعمیرمجدد به ایمن تک
13153	3	31	20230520	NULL
480	3	31	20230520	NULL
481	3	31	20230520	NULL
960	3	31	20230520	NULL
11409	3	31	20230520	NULL
312	3	31	20230520	NULL
8736	3	31	20230520	NULL
10665	3	31	20230520	NULL
24574	3	1	20230429	ارسال به کارگاه گروه جهت اصلاح پیرو درخواست 1203*
23368	3	8	20230430	جهت ارسال به شرکت تجهیز صنعت باران*
22101	3	8	20230430	جهت ارسال به شرکت تجهیز صنعت باران*
24582	3	8	20230501	ارسال به تعمیر سرخ کن خط چیپس به شرکت نیرو صنعت پیرو درخواست 1242*باهماهنگی خانم تبرایی
21419	3	8	20230501	جهت ارسال به شرکت تجهیز باران پیرو درخواست 1192*
16224	3	28	20230501	NULL
19438	3	1	20230502	ارسال به تعمیر قالب بیسکویت نستله پیرو درخواست 1231*همراه با یک عدد پالت پلاستیکی
11489	3	31	20230502	ارسال جهت جابجایی واحد IT به کارگاه گروه صنعتی*
11491	3	46	20230502	پیرو درخواست 1206 جهت ارسال به کارگاه *
14523	3	15	20230502	فک تک*جهت ارسال به تعمیر شرکت آسان کار پیرو درخواست 1171*
482	3	31	20230502	پیرو رسید انبار 1454 برگشت امانی کارگاه گروه *
4834	3	8	20230504	ارسال به کارگاه گروه جهت اصلاح پیرو درخواست 1312 *
18922	3	6	20230504	ارسال به کارگاه گروه پیرو درخواست 1314*
6760	3	15	20230504	ارسال امانی به کارگاه گروه پیرو درخواست 1305 * امانت تا تاریخ 1402/02/24 با هماهنگی خانم موصلانی و جلالی*
6026	3	28	20230504	جهت ارسال امانی به کارگاه گروه با هماهنگی خانم تبرایی و خانم جلالی*
6185	3	28	20230504	جهت ارسال امانی به کارگاه گروه با هماهنگی خانم تبرایی و خانم جلالی*
13153	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای سجاد لشنی
502	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای سجاد لشنی
23812	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای سجاد لشنی
482	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای سجاد لشنی
639	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای سجاد لشنی
312	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای سجاد لشنی
7183	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای سجاد لشنی
14815	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای سجاد لشنی
14320	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای سجاد لشنی
699	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای سجاد لشنی
17249	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای سجاد لشنی*
8018	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای سجاد لشنی*
18832	3	13	20221212	پیرو درخواست 5664 جهت ارسال به کارگاه 
6815	3	13	20221213	پیرو درخواست 5696 جهت ارسال به کارگاه 
11827	3	13	20221213	پیرو درخواست 5696 جهت ارسال به کارگاه 
10260	3	13	20221213	پیرو درخواست 5696 جهت ارسال به کارگاه 
3391	3	13	20221213	پیرو درخواست 5697 جهت ارسال به کارگاه 
18922	3	13	20221213	پیرو درخواست 5711  جهت ارسال به کارگاه 
5416	3	13	20221213	پیرو درخواست 5698 جهت ارسال به کارگاه 
10556	3	13	20221214	NULL
3729	3	13	20221214	NULL
16945	3	32	20221214	NULL
16817	3	13	20221214	NULL
4984	3	32	20221214	NULL
22241	3	13	20230123	پیرو درخواست 6303 جهت ارسال به کارگاه *درخواست6303*
5145	3	46	20230123	پیرو درخواست 6302 جهت ارسال به کارگاه *درخواست 6302*
5499	3	13	20230123	NULL
8205	3	46	20230124	ارسال به کارگاه گروه جهت تعمیر پیرو درخواست 6344*
1936	3	15	20230124	موجودی
7930	3	15	20230124	موجودی
4533	3	13	20230124	موجودی
15169	3	6	20230125	موجودی
15146	3	6	20230125	موجودی
4837	3	1	20230125	پیرو درخواست 6328 جهت ارسال به کارگاه *شماره درخواست 6328
4839	3	1	20230125	پیرو درخواست 6328 جهت ارسال به کارگاه *شماره درخواست 6328
16227	3	28	20230125	پیرو درخواست 6252 جهت ارسال به انا الکتریک درخواست 
23810	3	12	20230125	پیرو درخواست 6250 جهت ارسال به کارگاه *
2068	3	32	20230125	NULL
7082	3	13	20230125	NULL
2215	3	32	20230126	NULL
1975	3	40	20230126	NULL
7638	3	8	20230126	پیرو درخواست 6368 جهت ارسال به کارگاه 
10657	3	15	20230126	باهماهنگی آقای عربی جهت ارسال به پارسا مهر
23816	3	NULL	20230128	باهماهنگی اقای عربی جهت ارسال امانی به کارگاه*یقه تک سایز 32 دستگاه ولف*
23869	3	13	20230128	پیرو درخواست 6387 جهت ارسال به کارگاه 
23816	3	15	20230128	باهماهنگی اقای عربی جهت ارسال به کارگاه *یقه تک سایز 16 دستگاه بسته بندی ولف*
1880	3	32	20230129	NULL
3999	3	13	20230129	پیرو درخواست 6401 جهت ارسال به کارگاه *
2320	3	40	20230129	NULL
955	3	31	20230129	با هماهنگی اقای عربی جهت ارسال به پارسا مهر *سه تیکه قرمز*
13138	3	34	20230221	NULL
24105	3	13	20230221	برگشت به انبار جهت ارسال امانی شیر برقی لیفتراک یوهانریش 2 تنی به شرکت پاک لایه سان با هماهنگی مهندس فرجی
24106	3	8	20230221	پیرو درخواست 6838 جهت ارسال به کارگاه باهماهنگی اقای عربی *
1915	3	46	20230222	NULL
18555	3	13	20230222	قیچی کابل بر بزرگ طوسی*بهمراه پرس کابلشو 22 تیکه*باهماهنگی اقای اسدی و اقای عربی*
13906	3	13	20230222	قیچی کابل بر بزرگ طوسی*بهمراه پرس کابلشو 22 تیکه*باهماهنگی اقای اسدی و اقای عربی*
15942	3	28	20230223	NULL
334	3	2	20230223	NULL
8758	3	13	20230223	NULL
4432	3	13	20230223	NULL
935	3	15	20230223	NULL
9439	3	28	20230223	ابعاد میز کنفرانس 2*1
6026	3	28	20230223	ابعاد میز کنفرانس 2*1
6185	3	28	20230223	NULL
20112	3	13	20230224	
20150	3	8	20230224	ارسال شفت آهنی پمپ کوچک بویلر روغن خط چیپس به کارگاه گرروه پیرو درخواست 6862*
6087	3	32	20230225	NULL
1184	3	13	20230225	NULL
7331	3	28	20230225	NULL
14289	3	23	20230226	NULL
1898	3	15	20230701	NULL
19465	3	13	20230701	پیرو درخواست 2027 جهت ارساتل به کارگاه*
3415	3	2	20230701	پیرو درخواست 2029 جهت ارسال به آسانکار*
3422	3	2	20230701	پیرو درخواست 2029 جهت ارسال به آسانکار*
25077	3	29	20230702	NULL
14500	3	15	20230702	NULL
23329	3	13	20230702	جهت تحویل به آقای خدامرادی*بیسیم کنوود 3307 شماره سریال 2211083065*
770	3	1	20230702	NULL
16609	3	1	20230702	NULL
1754	3	12	20230702	با هماهنگی خانم وحیدمقدم  و خانم تبرائی *جهت ارسال به شرکت پاک لایه سان*
24462	3	31	20230702	برگشت به انبار جهت فروش به شرکت پاک لایه سان
482	3	31	20230702	برگشت به انبار جهت فروش به شرکت پاک لایه سان
481	3	31	20230702	برگشت به انبار جهت فروش به شرکت پاک لایه سان
16089	3	35	20230510	برگشت به انبار جهت سفارش فروش به پترو فیلم با هماهنگی مهندس فرجی و خانم تبرایی*لیفتراک به همراه باتری میباشد
24637	3	35	20230510	برگشت به انبار جهت سفارش فروش به پترو فیلم با هماهنگی مهندس فرجی و خانم تبرایی*
22557	3	35	20230510	برگشت به انبار جهت سفارش فروش به پترو فیلم با هماهنگی مهندس فرجی و خانم تبرایی*
24157	3	13	20230510	ارسال به تعمیر پیرو درخواست 1246 و 1124*
558	3	13	20230510	ارسال دستگاه مینی فرز بوش جهت تعمیر پیرو درخواست 1310*
502	3	31	20230511	جهت جابجایی آقای محمودی واحد IT از گروه صنعتی به کارگاه گروه صنعتی*
14289	3	31	20230511	جهت جابجایی آقای محمودی واحد IT از گروه صنعتی به کارگاه گروه صنعتی*
480	3	31	20230511	جهت جابجایی آقای محمودی واحد IT از گروه صنعتی به کارگاه گروه صنعتی*
481	3	31	20230511	جهت جابجایی آقای محمودی واحد IT از گروه صنعتی به کارگاه گروه صنعتی*
482	3	31	20230511	جهت جابجایی آقای محمودی واحد IT از گروه صنعتی به کارگاه گروه صنعتی*
10665	3	31	20230511	جهت جابجایی آقای محمودی واحد IT از گروه صنعتی به کارگاه گروه صنعتی*
819	3	5	20230512	باز شده از خط کیک لطیفه جهت ارسال امانی به کارگاه 97 - روز جمعه در تاریخ 1402.02.22 
3379	3	5	20230512	باز شده از خط کیک لطیفه جهت ارسال امانی به کارگاه 97 - روز جمعه در تاریخ 1402.02.22 
19390	3	5	20230512	باز شده از خط کیک لطیفه جهت ارسال امانی به کارگاه 97 - روز جمعه در تاریخ 1402.02.22 
8460	3	5	20230512	باز شده از خط کیک لطیفه جهت ارسال امانی به کارگاه 97 - روز جمعه در تاریخ 1402.02.22 
24658	3	5	20230512	باز شده از خط کیک لطیفه جهت ارسال امانی به کارگاه 97 - روز جمعه در تاریخ 1402.02.22 
24659	3	5	20230512	باز شده از خط کیک لطیفه جهت ارسال امانی به کارگاه 97 - روز جمعه در تاریخ 1402.02.22 
24660	3	5	20230512	باز شده از خط کیک لطیفه جهت ارسال امانی به کارگاه 97 - روز جمعه در تاریخ 1402.02.22 
24661	3	5	20230512	باز شده از خط کیک لطیفه جهت ارسال امانی به کارگاه 97 - روز جمعه در تاریخ 1402.02.22 
23831	3	46	20230513	ارسال نمونه به کارگاه جهت ساخت پیرو درخواست 1392*
23593	3	2	20230513	ارسال به شرکت چیفت آی جهت تعمیر پیرو درخواست 1324*
3415	3	2	20230513	ارسال به شرکت چیفت آی جهت تعمیر پیرو درخواست 1324*
3422	3	2	20230513	ارسال به شرکت چیفت آی جهت تعمیر پیرو درخواست 1324*
13305	3	46	20230513	ارسال به شرکت آنااکتریک جهت تعمیر پیرو درخواست 1045*
24473	3	31	20230514	پیرو حواله 1829
890	3	29	20230514	ارسال به شارژ پیرو درخواست 1296*
891	3	29	20230514	ارسال به شارژ پیرو درخواست 1296*
894	3	29	20230514	ارسال به شارژ پیرو درخواست 1296*
895	3	29	20230514	ارسال به شارژ پیرو درخواست 1296*
893	3	29	20230514	ارسال به شارژ پیرو درخواست 1296*
12028	3	13	20230514	پیرو درخواست 1449 جهت ارسال به کارگاه*
12577	3	13	20230514	پیرو درخواست 1449 جهت ارسال به کارگاه*
24106	3	8	20230514	پیرو درخواست 1463 جهت ارسال به کارگاه*
24675	3	8	20230514	ارسال رابط استیل پمپ بویلر خط چیپس به کارگاه گروه جهت ساخت پیرو درخواست 1464*
14340	3	32	20230514	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 1317
11478	3	46	20230514	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 859
2882	3	13	20230514	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 1431
21945	3	46	20230515	پیرو درخواست 31 جهت ارسال به کارگاه*
19799	9	NULL	20230722	NULL
13090	9	NULL	20230722	NULL
7638	3	13	20230722	ارسال شفت استیل پمپ آتش نشانی به کارگاه گروه جهت اصلاح پیرو درخواست 2317*
7638	3	8	20230722	ارسال شفت استیل پمپ کف کش به کارگاه گروه جهت اصلاح پیرو درخواست 2305*
8520	3	13	20230722	ارسال یک جفت کوپلینگ آهنی کمپرسور L55 به کارگاه گروه جهت اصلاح پیرو درخواست 2313*
10665	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای سجاد لشنی*
19441	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای سجاد لشنی*
2047	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای سجاد لشنی*
13153	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای میثم باقری*
502	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای میثم باقری*
23812	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای میثم باقری*
482	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای میثم باقری*
639	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای میثم باقری*
312	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای میثم باقری*
7183	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای میثم باقری*
481	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای میثم باقری*
480	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای میثم باقری*
15942	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای میثم باقری*
2076	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای میثم باقری*
6892	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای میثم باقری*
748	3	31	20230504	جهت جابجایی پرسنل واحد IT از گروه صنعتی به کارگاه گروه با هماهنگی خانم تبرایی*جهت آقای میثم باقری*
17391	3	15	20230504	جهت فروش به کارخانه لینا عراق به درخواست مهندس فرجی و با هماهنگی خانم تبرایی
3570	3	13	20230506	پیرو درخواست های 1169* 1175 * 1230 * جهت ارسال به کالیبراسیون*
14981	3	13	20230506	پیرو درخواست های 1169* 1175 * 1230 * جهت ارسال به کالیبراسیون*
3571	3	13	20230506	پیرو درخواست های 1169* 1175 * 1230 * جهت ارسال به کالیبراسیون*
10393	3	13	20230506	پیرو درخواست های 1169* 1175 * 1230 * جهت ارسال به کالیبراسیون*
12106	3	13	20230506	پیرو درخواست های 1169* 1175 * 1230 * جهت ارسال به کالیبراسیون*
7183	3	28	20230506	NULL
2068	3	28	20230506	NULL
2071	3	28	20230506	NULL
2067	3	28	20230506	NULL
19799	9	NULL	20230709	NULL
24818	9	NULL	20230709	NULL
7707	3	6	20230710	ارسال به تعمیر پیرو درخواست 2125*
13266	3	8	20230710	ارسال به تعمیر نازل میز باز بینی به کارگاه پیرو درخواست 2152*
15285	3	31	20230710	برگشت به انبار جهت فروش به شرکت پاک لایه سان
482	3	31	20230710	برگشت به انبار جهت فروش به شرکت پتروفیلم
481	3	31	20230710	برگشت به انبار جهت فروش به شرکت پتروفیلم
2617	3	1	20230710	ارسال به آنا الکتریک جهت تعمیر پیرو درخواست 2123*
22292	3	15	20230711	NULL
22241	3	8	20230711	پیرو درخواست 2142 جهت ارسال به کارگاه*
16739	3	8	20230711	پیرو درخواست 2142 جهت ارسال به کارگاه*
25129	3	6	20230711	پیرو درخواست 2163 جهت ارسال به کارگاه*
1778	3	12	20230711	با هماهنگی خانم مهندس تبرائی -خانم جلالی و خانم وحیدمقدم جهت ارسال به شرکت پارسامهر* 200 گرم
16596	3	6	20230713	برگشت به انبار جهت ارسال امانی یک روزه به کارگاه گروه با هماهنگی خانم جلالی*
22034	3	31	20230715	باتایید خانم حسین زاده این دوربین سالم می باشد*
9726	3	46	20230228	ارسال امانی به کارگاه گروه جهت نقشه کردن پیرو درخواست 6931*
16153	3	9	20230301	ارسال به کارگاه گروه جهت نقشه کردن پیرو درخواست 6940*
24137	3	6	20230301	برگشت به انبار جهت ارسال به کارخانه لینا عراق - با هماهنگی خانم تبرایی و آقای عربی
17362	3	9	20230302	ارسال امانی به کارگاه گروه جهت نقشه کردن قطعه پیرو درخواست 6958*
2076	3	24	20230302	NULL
8736	3	24	20230302	NULL
313	3	24	20230302	NULL
312	3	24	20230302	NULL
932	3	24	20230302	NULL
7183	3	24	20230302	NULL
21143	3	8	20230302	NULL
11501	3	29	20230302	NULL
1288	3	32	20230302	NULL
1239	3	40	20230303	NULL
23877	3	1	20230416	پیرو درخواست 791 جهت ارسال به آزمایشگاه رازی*
20352	3	13	20230417	پیرو درخواست 1029 جهت ارسال به کارگاه *
20076	3	6	20230418	پیرو درخواست 1066 جهت ارسال به کارگاه کروه *با هماهنگی خانم تبرائی*
23855	3	32	20230418	پیرو درخواست 736*جهت ارسال به شارژ*
13645	3	46	20230419	برگشت به انبار جهت ارسال به کارگاه 97 -پیرو درخواست شماره 1126 -  با هماهنگی خانم تبرایی و آقای بهرنگ
24132	3	32	20230419	مخزن 30.000 لیتری گازوئیل ( سبز رنگ - دست دوم ) - جهت تحویل به واحد عمران - آقای انصاری با هماهنگی آقای عربی
4029	3	8	20230420	NULL
4040	3	8	20230420	NULL
5103	3	8	20230420	NULL
24539	3	6	20230420	ارسال نمونه ساخت فولی به همراه یک عدد تسمه فلزی وولف به کارگاه گروه پیرو درخواست 1123*
8266	3	46	20230420	ارسال دای بوشار به کارگاه گروه جهت اندازه گیری پیرو درخواست 1128*
5987	3	NULL	20230420	ارسال یک جفت ماردون اکسترودر پلت به کارگاه گروه جهت تعمیر پیرو درخواست 1130 *
5416	3	6	20230420	ارسال به کارگاه گروه جهت تعمیر پیرو درخواست 1131*
24066	3	13	20230425	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 1047
6240	3	14	20230426	NULL
643	3	13	20230523	ساعت اندیکاتور به همراه شابلون دنده جهت برگشت امانی به کارگاه گروه *رسید امانی2615 
15754	3	26	20230523	پیرو درخواست 1584 جهت ارسال به کارگاه *
22241	3	13	20230523	پیرو درخواست 1591 جهت ارسال به کارگاه *
12905	3	13	20230523	با هماهنگی خانم موصلانی و خانم تبرائی جهت نمونه ارسال به کارگاه*مدت زمان برگشت 24 ساعت*
21983	3	13	20230523	ارسال جهت ساخت اگزوز ژنراتور با هماهنگی آقای کربلایی*
14714	3	13	20230524	با هماهنگی خانم تبرائی واقای کربلائی جهت ارسال به شرکت پاک لایه سان * مدت زمان برگشت 48 ساعت*
889	3	29	20230525	پیرو درخواست 1502 جهت ارسال به شارژ
895	3	29	20230525	پیرو درخواست 1502 جهت ارسال به شارژ
891	3	29	20230525	پیرو درخواست 1502 جهت ارسال به شارژ
894	3	29	20230525	پیرو درخواست 1502 جهت ارسال به شارژ
890	3	29	20230525	پیرو درخواست 1502 جهت ارسال به شارژ
2241	3	13	20230527	پیرو درخواست 1417 جهت ارسال به آناالکتریک*
11900	3	13	20230527	پیرو درخواست 1417 جهت ارسال به آناالکتریک*
24646	3	13	20230527	پیرو درخواست 1418جهت ارسال به آناالکتریک*
470	3	13	20230527	ارسال به تعمیر پیرو درخواست 1555*
468	3	13	20230527	ارسال به تعمیر پیرو درخواست 1555*
13062	3	6	20230528	ارسال به کارگاه گروه جهت تعمیر پیرو درخواست 1632*
5988	3	13	20230528	پیرو درخواست 1399 جهت ارسال به شارژ*
19050	3	46	20230528	NULL
495	3	31	20230528	با هماهنگی خانم تبرائی و خانم طلوعی جهت پرسنل واحد IT مستقر در کارگاه *  تخته وایت برد به همراه پایه*
22278	3	24	20230530	برگشت به انبار جهت موجودی - پیرو حواله شماره 3171 - سالم میباشد با تاییدیه واحد IT  ( اقای باقری ) - بهمراه شارژر
9425	3	13	20230530	پیرو درخواست 1643 جهت ارسال به کارگاه*
1943	3	29	20230530	NULL
6026	3	28	20230531	NULL
6847	3	31	20230814	برگشت به انبار جهت فروش به شرکت پاک لایه سان
7334	3	31	20230814	برگشت به انبار جهت فروش به شرکت پاک لایه سان
481	3	31	20230814	برگشت به انبار جهت فروش به شرکت پاک لایه سان
25365	3	6	20230722	ارسال نمونه ساخت به کارگاه گروه پیرو درخواست 2312*
15542	3	6	20230722	ارسال نمونه ساخت به کارگاه گروه پیرو درخواست 2304*
7930	3	15	20230723	NULL
6308	3	15	20230723	NULL
5246	3	13	20230723	NULL
22764	3	46	20230723	با هماهنگی خانم مهندس تبرائی و خانم جلالی*جهت ارسال به شرکت پاک لایه سان
25379	3	13	20230724	پیرو درخواست 2343 جهت ارسال به کارگاه *
25139	3	13	20230724	پیرو درخواست 2342 جهت ارسال به کارگاه *
23402	3	32	20230724	پیرو درخواست 2346 جهت ارسال به کارگاه*
20150	3	32	20230724	پیرو درخواست 2346 جهت ارسال به کارگاه*
24857	9	NULL	20230724	NULL
4161	9	NULL	20230724	NULL
5018	9	NULL	20230724	NULL
5018	9	NULL	20230724	NULL
25076	9	NULL	20230724	NULL
22033	3	31	20230725	NULL
11885	3	32	20230725	برگشت به انبار با تایید آقای مهدی هاشم پور - مدل نوکیا TA-1114
23564	3	8	20230726	برگشت به انبار جهت ارسال به تعمیر- پیرو درخواست شماره 2294
25127	3	24	20230726	برگشت به انبار جهت ارسال به تعمیر- پیرو درخواست شماره 2174
25390	3	13	20230726	پیرو درخواست 2378 جهت ارسال به کارگاه *
23329	3	1	20230730	NULL
13075	3	NULL	20230730	پیرو درخواست 2326 جهت ارسال به شرکت اسان کار*
25366	3	NULL	20230730	پیرو درخواست 2326 جهت ارسال به شرکت اسان کار*
411	3	8	20230730	NULL
8205	3	46	20230730	پیرو درخواست 2410 جهت ارسال به کارگاه*
23099	3	1	20230730	ارسال نوار نقاله 6 متری جهت اصلاح و تبدیل نوار 8 متری به کارگاه گروه پیرو درخواست 2358*
12202	3	2	20230731	پیرو درخواست 2418 جهت ارسال به کارگاه*
5998	9	NULL	20230731	NULL
16091	3	13	20230731	برگشت به انبار جهت فروش به پتروفیلم - بدون باتری و بدون دسته جوئستیک
2625	3	31	20230731	برگشت به انبار جهت فروش به پاک لایه سان
21721	3	31	20230731	برگشت به انبار جهت فروش به پاک لایه سان
2706	3	31	20230731	برگشت به انبار جهت فروش به کارگاه 97
25123	3	13	20230801	 جهت  لیفتراک برقی هایستر *
9738	3	29	20230801	NULL
12867	3	13	20230801	پیرو درخواست 2373 جهت ارسال به تعمیر*
19435	3	31	20230801	بهمراه کیف و ادابتور - مدل ralink /rt    3290  * با هماهنگی خانم مهندس تبرائی واقای محمودی ب مدت زمان یک روز 
814	3	5	20230801	باز شده از خط کیک جهت ارسال امانی به کارگاه گروه*تاریخ 1402.05.09*ماشین اول*راننده: محسن حیاتی*موبایل: 09191549073*پلاک ماشین: 16-473ع48*
814	3	5	20230801	 از خط کیک جهت ارسال امانی به کارگاه گروه*تاریخ 1402.05.09*ماشین دوم*راننده: محسن حیاتی*موبایل: 09191549073*پلاک ماشین: 16-473ع48*
25401	3	5	20230801	از خط کیک جهت ارسال امانی به کارگاه گروه*تاریخ 1402.05.09*ماشین دوم*راننده: محسن حیاتی*موبایل: 09191549073*پلاک ماشین: 16-473ع48*
25402	3	5	20230801	از خط کیک جهت ارسال امانی به کارگاه گروه*تاریخ 1402.05.09*ماشین دوم*راننده: محسن حیاتی*موبایل: 09191549073*پلاک ماشین: 16-473ع48*
25403	3	5	20230801	از خط کیک جهت ارسال امانی به کارگاه گروه*تاریخ 1402.05.10*ماشین سوم*راننده: محسن حیاتی*موبایل: 09191549073*پلاک ماشین: 16-473ع48*به همراه 3 عدد پالت پلاستیکی
25407	3	5	20230801	از خط کیک جهت ارسال امانی به کارگاه گروه*تاریخ 1402.05.10*ماشین سوم*راننده: محسن حیاتی*موبایل: 09191549073*پلاک ماشین: 16-473ع48*به همراه 3 عدد پالت پلاستیکی
25408	3	5	20230801	از خط کیک جهت ارسال امانی به کارگاه گروه*تاریخ 1402.05.10*ماشین سوم*راننده: محسن حیاتی*موبایل: 09191549073*پلاک ماشین: 16-473ع48*به همراه 3 عدد پالت پلاستیکی
25406	3	5	20230801	از خط کیک جهت ارسال امانی به کارگاه گروه*تاریخ 1402.05.10*ماشین سوم*راننده: محسن حیاتی*موبایل: 09191549073*پلاک ماشین: 16-473ع48*
